city,date_type,listing_url,property_type,price_per_night,fees_included,free_cancellation,guest_favourite,top_guest_favourite,superhost_badge_visible,overall_rating,review_count,listing_id,host_is_superhost,host_total_reviews,host_response_rate,host_response_time,max_guests,instant_book,self_check_in,area_name,amenities_count,safety_features_count,flag_rating_without_reviews,flag_reviews_without_rating,flag_high_amenities_low_capacity,flag_price_outlier,flag_amenities_outlier,flag_invalid_price,flag_invalid_rating,flag_invalid_guest_count,price_per_night_normalized
Delhi,weekend,https://www.airbnb.co.in/rooms/1570812092170261821,Flat,3010.0,False,True,False,False,Yes,5.0,4.0,1570812092170261821,True,4.0,100.0,Responds within an hour,2.0,False,True,Sector 49,35.0,5.0,False,False,False,False,False,False,False,False,3010.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1571515310946214483,Flat,12636.0,False,False,False,False,Yes,4.67,116.0,1571515310946214483,True,116.0,100.0,Responds within an hour,3.0,False,True,Sector 24,36.0,5.0,False,False,False,False,False,False,False,False,3159.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1571515310946214483,Flat,3240.0,False,False,False,False,Yes,4.67,116.0,1571515310946214483,True,116.0,100.0,Responds within an hour,3.0,False,True,Sector 24,36.0,5.0,False,False,False,False,False,False,False,False,3240.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1571666573318678903,Hotel,2626.0,False,False,False,False,No,4.58,36.0,1571666573318678903,True,36.0,100.0,Responds within an hour,3.0,False,True,IFFCO Chowk,32.0,5.0,False,False,False,False,False,False,False,False,2626.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1572227262030587955,Flat,3219.0,False,False,True,False,No,4.92,13.0,1572227262030587955,True,4.92,97.0,Responds within an hour,2.0,False,True,Sector 103,48.0,5.0,False,False,True,False,False,False,False,False,3219.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1572285380233041218,Hotel,1850.0,False,True,False,False,Yes,5.0,4.0,1572285380233041218,True,4.0,98.0,Responds within an hour,2.0,False,False,Sector 21,16.0,5.0,False,False,False,False,False,False,False,False,1850.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1572423423815408440,Apartment,1864.0,False,False,False,False,No,5.0,4.0,1572423423815408440,True,4.0,100.0,Responds within an hour,2.0,False,True,Kalkaji,44.0,4.0,False,False,True,False,False,False,False,False,1864.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1573137541708029897,Flat,11570.0,False,False,False,False,Yes,5.0,4.0,1573137541708029897,True,4.0,100.0,Responds within an hour,4.0,False,True,Saket Tehsil,49.0,5.0,False,False,False,False,False,False,False,False,2892.5
Delhi,weekday,https://www.airbnb.co.in/rooms/15738608,Room,15521.0,False,False,True,False,No,4.8,209.0,15738608,True,4.8,100.0,Responds within an hour,1.0,False,True,Hauz Khas Tehsil,35.0,4.0,False,False,False,False,False,False,False,False,3880.25
Delhi,weekday,https://www.airbnb.co.in/rooms/1573968903954807116,Home,4520.0,False,False,False,False,Yes,0.0,0.0,1573968903954807116,True,2.0,100.0,Responds within an hour,2.0,False,False,Mahavir Enclave,33.0,3.0,True,False,False,False,False,False,False,False,1130.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1573968903954807116,Home,1130.0,False,False,False,False,Yes,0.0,0.0,1573968903954807116,True,2.0,100.0,Responds within an hour,2.0,False,False,Mahavir Enclave,33.0,3.0,True,False,False,False,False,False,False,False,1130.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1574627362689094545,Place to stay,7346.0,False,False,True,False,No,5.0,5.0,1574627362689094545,True,5.0,93.0,Responds within an hour,2.0,False,False,Saket Tehsil,18.0,5.0,False,False,False,False,False,False,False,False,1836.5
Delhi,weekend,https://www.airbnb.co.in/rooms/1575208330054188486,Flat,3570.0,False,True,False,False,No,4.86,7.0,1575208330054188486,True,7.0,96.0,Responds within an hour,4.0,False,False,Vasant Kunj,28.0,3.0,False,False,False,False,False,False,False,False,3570.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1575301409935187673,Flat,8240.0,False,False,False,False,No,4.6,5.0,1575301409935187673,True,5.0,100.0,Responds within an hour,3.0,False,False,Naraina,47.0,5.0,False,False,False,False,False,False,False,False,2060.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1575428760752378882,Place to stay,8539.0,False,False,False,False,Yes,5.0,3.0,1575428760752378882,True,3.0,100.0,Responds within an hour,2.0,False,False,Kalkaji Tehsil,18.0,3.0,False,False,False,False,False,False,False,False,2134.75
Delhi,weekend,https://www.airbnb.co.in/rooms/1575907877009442937,Flat,3291.0,False,False,True,True,No,5.0,9.0,1575907877009442937,True,5.0,97.0,Responds within an hour,3.0,False,False,Sector 42,24.0,4.0,False,False,False,False,False,False,False,False,3291.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1576084271651310540,Flat,6340.0,False,False,False,False,Yes,5.0,5.0,1576084271651310540,True,5.0,100.0,"Really nice host! Responds quickly and goes over the top to make your stay better :) He ordered things for me without having me paying for it right at my doorstep within a few minutes! Absolutely loved my stay here, thank you so much!",2.0,False,True,Sector 102,49.0,6.0,False,False,True,False,False,False,False,False,6340.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1576617338517245490,Place to stay,8582.0,False,False,False,False,Yes,0.0,0.0,1576617338517245490,True,2.0,100.0,Responds within an hour,2.0,False,False,Kalkaji Tehsil,32.0,5.0,True,False,False,False,False,False,False,False,2145.5
Delhi,weekday,https://www.airbnb.co.in/rooms/1576684732649780325,Place to stay,9011.0,False,False,False,False,Yes,0.0,0.0,1576684732649780325,True,1.0,100.0,Responds within an hour,2.0,False,False,Kalkaji Tehsil,20.0,5.0,True,False,False,False,False,False,False,False,2252.75
Delhi,weekend,https://www.airbnb.co.in/rooms/1576684732649780325,Place to stay,2253.0,False,False,False,False,Yes,0.0,0.0,1576684732649780325,True,1.0,100.0,Responds within an hour,2.0,False,False,Kalkaji Tehsil,20.0,5.0,True,False,False,False,False,False,False,False,2253.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1576903446789981393,Place to stay,5537.0,False,False,False,False,No,0.0,0.0,1576903446789981393,True,2.0,100.0,Responds within an hour,2.0,False,True,Mahavir Enclave,21.0,3.0,True,False,False,False,False,False,False,False,1384.25
Delhi,weekend,https://www.airbnb.co.in/rooms/1576903446789981393,Place to stay,1647.0,False,True,False,False,No,0.0,0.0,1576903446789981393,True,2.0,100.0,Responds within an hour,2.0,False,True,Mahavir Enclave,21.0,3.0,True,False,False,False,False,False,False,False,1647.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1577358471597843365,Flat,4452.0,False,False,False,False,No,0.0,0.0,1577358471597843365,True,0.0,100.0,Responds within an hour,2.0,False,True,Sector 54,18.0,4.0,True,False,False,False,False,False,False,False,1113.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1577364209710670557,Flat,4670.0,False,False,False,False,No,0.0,0.0,1577364209710670557,True,2.0,100.0,Responds within an hour,2.0,False,True,Sector 54,17.0,4.0,True,False,False,False,False,False,False,False,1167.5
Delhi,weekday,https://www.airbnb.co.in/rooms/1578342226743607394,Flat,9440.0,False,False,False,False,No,5.0,4.0,1578342226743607394,True,4.0,91.0,Responds within an hour,2.0,False,False,Defence Colony Tehsil,35.0,4.0,False,False,False,False,False,False,False,False,2360.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1579005182226407009,Hotel,2963.0,False,True,False,False,No,3.67,3.0,1579005182226407009,True,3.0,100.0,Responds within an hour,4.0,False,True,Sector 42,21.0,5.0,False,False,False,False,False,False,False,False,2963.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1579361695322290387,Flat,1185.0,False,True,False,False,No,0.0,0.0,1579361695322290387,True,2.0,100.0,Responds within an hour,2.0,False,True,Kapashera,35.0,3.0,True,False,False,False,False,False,False,False,1185.0
Delhi,weekend,https://www.airbnb.co.in/rooms/1579437030980936773,Flat,1565.0,False,False,False,False,No,5.0,3.0,1579437030980936773,True,3.0,100.0,Responds within an hour,2.0,False,True,Sector 24,25.0,5.0,False,False,False,False,False,False,False,False,1565.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1579785030552762047,Place to stay,5123.0,False,False,False,False,Yes,0.0,0.0,1579785030552762047,True,2.0,100.0,Responds within an hour,1.0,False,False,Qutub Vihar,19.0,4.0,True,False,False,False,False,False,False,False,1280.75
Delhi,weekend,https://www.airbnb.co.in/rooms/1579785030552762047,Place to stay,1490.0,False,False,False,False,Yes,0.0,0.0,1579785030552762047,True,2.0,100.0,Responds within an hour,1.0,False,False,Qutub Vihar,19.0,4.0,True,False,False,False,False,False,False,False,1490.0
Delhi,weekday,https://www.airbnb.co.in/rooms/1580481093463141564,Flat,4693.0,False,False,False,False,No,4.67,3.0,1580481093463141564,True,3.0,100.0,Responds within an hour,2.0,False,True,Kapashera,35.0,3.0,False,False,False,False,False,False,False,False,1173.25
